Date,USD (PM),BTC Price,Delta(G),Delta(B),PE(G),PE(B)
9/7/20,1928.45,10254.93,2.15,95.31,1,1
9/8/20,1910.95,10367.74,-17.5,112.81,0,1
9/9/20,1947.2,10121.52,36.25,-246.22,1,0
9/10/20,1966.25,10227.83,19.05,106.31,1,1
9/12/20,1947.4,10352.66,-18.85,124.83,0,1
9/13/20,1947.4,10395.44,0.0,42.78,1
9/11/20,1947.4,10446.44,0.0,51.0,1
9/14/20,1958.7,10330.77,11.3,-115.67,1,0
9/15/20,1949.35,10674.64,-9.35,343.87,0,1
9/16/20,1961.8,10785.62,12.45,110.98,1,1
9/17/20,1936.25,10948.43,-25.55,162.81,0,1
9/19/20,1950.85,10943.89,14.6,-4.54,1,0
9/20/20,1950.85,10931.79,0.0,-12.1,0
9/18/20,1950.85,11081.43,0.0,149.64,1
9/21/20,1909.35,10919.65,-41.5,-161.78,0,0
9/22/20,1906.0,10430.46,-3.35,-489.19,0,0
9/23/20,1873.4,10532.22,-32.6,101.76,0,1
9/24/20,1861.75,10234.48,-11.65,-297.74,0,0
9/26/20,1859.7,10732.43,-2.05,497.95,0,1
9/27/20,1859.7,10692.84,0.0,-39.59,0
9/25/20,1859.7,10732.4,0.0,39.56,1
9/28/20,1864.3,10774.24,4.6,41.84,1,1
9/29/20,1883.95,10692.33,19.65,-81.91,1,0
9/30/20,1886.9,10840.8,2.95,148.47,1,1
10/1/20,1902.0,10777.92,15.1,-62.88,1,0
10/3/20,1903.05,10619.24,1.05,-158.68,1,0
10/4/20,1903.05,10575.06,0.0,-44.18,0
10/2/20,1903.05,10551.77,0.0,-23.29,0
10/5/20,1909.6,10673.46,6.55,121.69,1,1
10/6/20,1913.4,10788.56,3.8,115.1,1,1
10/7/20,1884.5,10603.74,-28.9,-184.82,0,0
10/8/20,1887.45,10670.8,2.95,67.06,1,1
10/10/20,1923.25,10923.3,35.8,252.5,1,1
10/11/20,1923.25,11063.19,0.0,139.89,1
10/9/20,1923.25,11302.67,0.0,239.48,1
10/12/20,1925.5,11376.61,2.25,73.94,1,1
10/13/20,1891.3,11540.04,-34.2,163.43,0,1
10/14/20,1910.05,11428.24,18.75,-111.8,1,0
10/15/20,1891.9,11431.32,-18.15,3.08,0,1
10/17/20,1905.05,11503.73,13.15,72.41,1,1
10/18/20,1905.05,11327.57,0.0,-176.16,0
10/16/20,1905.05,11366.51,0.0,38.94,1
10/19/20,1905.6,11508.2,0.55,141.69,1,1
10/20/20,1898.4,11758.16,-7.2,249.96,0,1
10/21/20,1924.15,11925.46,25.75,167.3,1,1
10/22/20,1900.95,12831.56,-23.2,906.1,0,1
10/24/20,1903.65,12990.25,2.7,158.69,1,1
10/25/20,1903.65,12944.52,0.0,-45.73,0
10/23/20,1903.65,13128.46,0.0,183.94,1
10/26/20,1898.45,13036.77,-5.2,-91.69,0,0
10/27/20,1905.7,13076.37,7.25,39.6,1,1
10/28/20,1869.95,13651.47,-35.75,575.1,0,1
10/29/20,1870.3,13289.0,0.35,-362.47,1,0
10/31/20,1881.85,13458.66,11.55,169.66,1,1
11/1/20,1881.85,13564.72,0.0,106.06,1
10/30/20,1881.85,13810.32,0.0,245.6,1
11/2/20,1889.9,13758.88,8.05,-51.44,1,0
11/3/20,1908.3,13575.17,18.4,-183.71,1,0
11/4/20,1900.15,14023.31,-8.15,448.14,0,1
11/5/20,1938.45,14155.59,38.3,132.28,1,1
11/7/20,1940.8,15591.39,2.35,1435.8,1,1
11/8/20,1940.8,15595.77,0.0,4.38,1
11/6/20,1940.8,14839.84,0.0,-755.93,0
11/9/20,1867.3,15490.6,-73.5,650.76,0,1
11/10/20,1878.7,15328.53,11.4,-162.07,1,0
11/11/20,1860.95,15317.04,-17.75,-11.49,0,0
11/12/20,1874.85,15708.65,13.9,391.61,1,1
11/14/20,1890.9,16295.57,16.05,586.92,1,1
11/15/20,1890.9,16339.33,0.0,43.76,1
11/13/20,1890.9,16091.07,0.0,-248.26,0
11/16/20,1885.6,15968.16,-5.3,-122.91,0,0
11/17/20,1889.05,16725.15,3.45,756.99,1,1
11/18/20,1876.1,17679.72,-12.95,954.57,0,1
11/19/20,1857.35,17798.45,-18.75,118.73,0,1
11/21/20,1875.7,17820.57,18.35,22.12,1,1
11/22/20,1875.7,18687.45,0.0,866.88,1
11/20/20,1875.7,18699.75,0.0,12.3,1
11/23/20,1840.2,18422.28,-35.5,-277.47,0,0
11/24/20,1799.6,18398.91,-40.6,-23.37,0,0
11/25/20,1810.2,19172.52,10.6,773.61,1,1
11/26/20,1807.4,18739.8,-2.8,-432.72,0,0
11/28/20,1779.3,17151.44,-28.1,-1588.36,0,0
11/29/20,1779.3,17138.87,0.0,-12.57,0
11/27/20,1779.3,17732.42,0.0,593.55,1
11/30/20,1762.55,18191.6,-16.75,459.18,0,1
12/1/20,1810.75,19709.73,48.2,1518.13,1,1
12/2/20,1822.6,18792.52,11.85,-917.21,1,0
12/3/20,1832.35,19226.97,9.75,434.45,1,1
12/5/20,1843.0,19454.54,10.65,227.57,1,1
12/6/20,1843.0,18670.49,0.0,-784.05,0
12/4/20,1843.0,19155.06,0.0,484.57,1
12/7/20,1859.95,19377.66,16.95,222.6,1,1
12/8/20,1868.15,19181.41,8.2,-196.25,1,0
12/9/20,1841.75,18318.87,-26.4,-862.54,0,0
12/10/20,1844.35,18554.15,2.6,235.28,1,1
12/12/20,1842.0,18247.76,-2.35,-306.39,0,0
12/13/20,1842.0,18029.36,0.0,-218.4,0
12/11/20,1842.0,18803.44,0.0,774.08,1
12/14/20,1831.15,19164.48,-10.85,361.04,0,1
12/15/20,1850.65,19276.59,19.5,112.11,1,1
12/16/20,1851.95,19439.75,1.3,163.16,1,1
12/17/20,1890.75,21379.48,38.8,1939.73,1,1
12/19/20,1879.75,22847.46,-11.0,1467.98,0,1
12/20/20,1879.75,23150.79,0.0,303.33,1
12/18/20,1879.75,23869.92,0.0,719.13,1
12/21/20,1880.0,23490.58,0.25,-379.34,1,0
12/22/20,1877.1,22745.48,-2.9,-745.1,0,0
12/23/20,1875.0,23824.99,-2.1,1079.51,0,1
12/25/20,nan,23253.37,nan,-571.62,0
12/26/20,nan,23715.53,nan,462.16,1
12/27/20,nan,24693.58,nan,978.05,1
12/28/20,nan,26443.21,nan,1749.63,1
12/24/20,nan,26246.58,nan,-196.63,0
12/29/20,1874.3,27036.69,nan,790.11,1
12/30/20,1887.6,27376.37,13.3,339.68,1,1
1/1/21,nan,28856.59,nan,1480.22,1
1/2/21,nan,28982.56,nan,125.97,1
1/3/21,nan,29393.75,nan,411.19,1
12/31/20,nan,32195.46,nan,2801.71,1
1/4/21,1943.2,33000.78,nan,805.32,1
1/5/21,1940.35,32035.03,-2.85,-965.75,0,0
1/6/21,1931.95,34046.67,-8.4,2011.64,0,1
1/7/21,1920.1,36860.41,-11.85,2813.74,0,1
1/9/21,1862.9,39486.04,-57.2,2625.63,0,1
1/10/21,1862.9,40670.25,0.0,1184.21,1
1/8/21,1862.9,40240.72,0.0,-429.53,0
1/11/21,1847.25,38240.09,-15.65,-2000.63,0,0
1/12/21,1841.25,35544.94,-6.0,-2695.15,0,0
1/13/21,1858.85,34011.82,17.6,-1533.12,1,0
1/14/21,1841.75,37393.13,-17.1,3381.31,0,1
1/16/21,1839.0,39158.47,-2.75,1765.34,0,1
1/17/21,1839.0,36828.52,0.0,-2329.95,0
1/15/21,1839.0,36065.2,0.0,-763.32,0
1/18/21,1833.05,35793.01,-5.95,-272.19,0,0
1/19/21,1834.7,36632.35,1.65,839.34,1,1
1/20/21,1856.6,36020.13,21.9,-612.22,1,0
1/21/21,1862.1,35538.98,5.5,-481.15,1,0
1/23/21,1852.7,30797.88,-9.4,-4741.1,0,0
1/24/21,1852.7,33002.38,0.0,2204.5,1
1/22/21,1852.7,32099.74,0.0,-902.64,0
1/25/21,1856.85,32276.84,4.15,177.1,1,1
1/26/21,1856.6,32243.26,-0.25,-33.58,0,0
1/27/21,1843.0,32541.8,-13.6,298.54,0,1
1/28/21,1853.7,30419.17,10.7,-2122.63,1,0
1/30/21,1863.8,33403.17,10.1,2984.0,1,1
1/31/21,1863.8,34314.26,0.0,911.09,1
1/29/21,1863.8,34318.1,0.0,3.84,1
2/1/21,1862.95,33136.46,-0.85,-1181.64,0,0
2/2/21,1833.1,33522.9,-29.85,386.44,0,1
2/3/21,1835.45,35529.66,2.35,2006.76,1,1
2/4/21,1785.9,37676.25,-49.55,2146.59,0,1
2/6/21,1802.95,37002.09,17.05,-674.16,1,0
2/7/21,1802.95,38278.61,0.0,1276.52,1
2/5/21,1802.95,39323.26,0.0,1044.65,1
2/8/21,1835.25,38928.1,32.3,-395.16,1,0
2/9/21,1839.6,46364.3,4.35,7436.2,1,1
2/10/21,1842.65,46589.58,3.05,225.28,1,1
2/11/21,1840.1,44878.17,-2.55,-1711.41,0,0
2/13/21,1816.35,48013.38,-23.75,3135.21,0,1
2/14/21,1816.35,47471.4,0.0,-541.98,0
2/12/21,1816.35,47185.19,0.0,-286.21,0
2/15/21,1817.3,48720.37,0.95,1535.18,1,1
2/16/21,1794.25,47951.85,-23.05,-768.52,0,0
2/17/21,1780.7,49160.1,-13.55,1208.25,0,1
2/18/21,1773.15,52118.23,-7.55,2958.13,0,1
2/20/21,1786.2,51608.15,13.05,-510.08,1,0
2/21/21,1786.2,55916.5,0.0,4308.35,1
2/19/21,1786.2,56001.2,0.0,84.7,1
2/22/21,1807.45,57487.86,21.25,1486.66,1,1
2/23/21,1799.65,54123.4,-7.8,-3364.46,0,0
2/24/21,1788.0,48880.43,-11.65,-5242.97,0,0
2/25/21,1779.65,50624.84,-8.35,1744.41,0,1
2/27/21,1742.85,46800.42,-36.8,-3824.42,0,0
2/28/21,1742.85,46340.31,0.0,-460.11,0
2/26/21,1742.85,46155.87,0.0,-184.44,0
3/1/21,1734.15,45113.92,-8.7,-1041.95,0,0
3/2/21,1723.85,49618.43,-10.3,4504.51,0,1
3/3/21,1711.4,48356.04,-12.45,-1262.39,0,0
3/4/21,1712.1,50477.7,0.7,2121.66,1,1
3/6/21,1696.25,48448.91,-15.85,-2028.79,0,0
3/7/21,1696.25,48861.38,0.0,412.47,1
3/5/21,1696.25,48881.59,0.0,20.21,1
3/8/21,1687.05,51169.7,-9.2,2288.11,0,1
3/9/21,1716.9,52299.33,29.85,1129.63,1,1
3/10/21,1716.2,54881.52,-0.7,2582.19,0,1
3/11/21,1724.25,55997.23,8.05,1115.71,1,1
3/13/21,1704.8,57764.0,-19.45,1766.77,0,1
3/14/21,1704.8,57253.28,0.0,-510.72,0
3/12/21,1704.8,61258.73,0.0,4005.45,1
3/15/21,1723.65,59133.47,18.85,-2125.26,1,0
3/16/21,1735.0,55754.72,11.35,-3378.75,1,0
3/17/21,1729.65,56872.38,-5.35,1117.66,0,1
3/18/21,1725.9,58913.0,-3.75,2040.62,0,1
3/20/21,1735.2,57665.9,9.3,-1247.1,1,0
3/21/21,1735.2,58075.1,0.0,409.2,1
3/19/21,1735.2,58085.8,0.0,10.7,1
3/22/21,1736.15,57411.17,0.95,-674.63,1,0
3/23/21,1726.2,54204.96,-9.95,-3206.21,0,0
3/24/21,1730.5,54477.46,4.3,272.5,1,1
3/25/21,1737.3,52508.23,6.8,-1969.23,1,0
3/27/21,1731.8,51415.92,-5.5,-1092.31,0,0
3/28/21,1731.8,55074.47,0.0,3658.55,1
3/26/21,1731.8,55863.93,0.0,789.46,1
3/29/21,1705.95,55783.71,-25.85,-80.22,0,0
3/30/21,1683.95,57627.67,-22.0,1843.96,0,1
3/31/21,1691.05,58730.13,7.1,1102.46,1,1
4/2/21,1726.05,58735.25,35.0,5.12,1,1
4/3/21,1726.05,58736.92,0.0,1.67,1
4/4/21,1726.05,59031.32,0.0,294.4,1
4/5/21,1726.05,57076.49,0.0,-1954.83,0
4/1/21,1726.05,58206.55,0.0,1130.06,1
4/6/21,1744.65,59054.1,18.6,847.55,1,1
4/7/21,1738.05,58020.46,-6.6,-1033.64,0,0
4/8/21,1755.5,55947.27,17.45,-2073.19,1,0
4/10/21,1741.2,58048.59,-14.3,2101.32,0,1
4/11/21,1741.2,58102.58,0.0,53.99,1
4/9/21,1741.2,59774.0,0.0,1671.42,1
4/12/21,1732.85,59964.87,-8.35,190.87,0,1
4/13/21,1747.95,59834.74,15.1,-130.13,1,0
4/14/21,1735.55,63554.44,-12.4,3719.7,0,1
4/15/21,1757.2,62969.12,21.65,-585.32,1,0
4/17/21,1774.45,63252.63,17.25,283.51,1,1
4/18/21,1774.45,61455.98,0.0,-1796.65,0
4/16/21,1774.45,60087.09,0.0,-1368.89,0
4/19/21,1774.5,56251.48,0.05,-3835.61,1,0
4/20/21,1777.85,55703.14,3.35,-548.34,1,0
4/21/21,1798.2,56507.91,20.35,804.77,1,1
4/22/21,1787.75,53808.8,-10.45,-2699.11,0,0
4/24/21,1781.8,51731.71,-5.95,-2077.09,0,0
4/25/21,1781.8,51153.13,0.0,-578.58,0
4/23/21,1781.8,50110.53,0.0,-1042.6,0
4/26/21,1773.35,49075.58,-8.45,-1034.95,0,0
4/27/21,1784.15,54056.64,10.8,4981.06,1,1
4/28/21,1772.2,55071.46,-11.95,1014.82,0,1
4/29/21,1762.65,54884.1,-9.55,-187.36,0,0
5/1/21,1767.65,53584.15,5.0,-1299.95,1,0
5/2/21,1767.65,57796.62,0.0,4212.47,1
5/3/21,1767.65,57857.5,0.0,60.88,1
4/30/21,1767.65,56610.46,0.0,-1247.04,0
5/4/21,1797.75,57213.33,30.1,602.87,1,1
5/5/21,1782.25,53241.72,-15.5,-3971.61,0,0
5/6/21,1813.15,57473.23,30.9,4231.51,1,1
5/8/21,1836.55,56428.16,23.4,-1045.07,1,0
5/9/21,1836.55,57380.27,0.0,952.11,1
5/7/21,1836.55,58928.81,0.0,1548.54,1
5/10/21,1840.45,58280.73,3.9,-648.08,1,0
5/11/21,1829.1,55883.5,-11.35,-2397.23,0,0
5/12/21,1830.7,56750.0,1.6,866.5,1,1
5/13/21,1821.8,49007.09,-8.9,-7742.91,0,0
5/15/21,1838.1,49702.27,16.3,695.18,1,1
5/16/21,1838.1,49922.52,0.0,220.25,1
5/14/21,1838.1,46736.58,0.0,-3185.94,0
5/17/21,1853.7,46441.64,15.6,-294.94,1,0
5/18/21,1866.75,43596.24,13.05,-2845.4,1,0
5/19/21,1888.45,42912.19,21.7,-684.05,1,0
5/20/21,1878.3,36964.27,-10.15,-5947.92,0,0
5/22/21,1875.9,40784.32,-2.4,3820.05,0,1
5/23/21,1875.9,37280.35,0.0,-3503.97,0
5/21/21,1875.9,37528.3,0.0,247.95,1
5/24/21,1880.15,34754.54,4.25,-2773.76,1,0
5/25/21,1887.0,38728.59,6.85,3974.05,1,1
5/26/21,1899.75,38410.5,12.75,-318.09,1,0
5/27/21,1891.45,39266.04,-8.3,855.54,0,1
5/29/21,1899.95,38445.29,8.5,-820.75,1,0
5/30/21,1899.95,35689.62,0.0,-2755.67,0
5/31/21,1899.95,34647.67,0.0,-1041.95,0
5/28/21,1899.95,35684.59,0.0,1036.92,1
6/1/21,1899.35,37310.54,-0.6,1625.95,0,1
6/2/21,1902.75,36662.64,3.4,-647.9,1,0
6/3/21,1866.55,37585.24,-36.2,922.6,0,1
6/5/21,1890.6,39188.59,24.05,1603.35,1,1
6/6/21,1890.6,36885.51,0.0,-2303.08,0
6/4/21,1890.6,35530.38,0.0,-1355.13,0
6/7/21,1888.4,35816.17,-2.2,285.79,0,1
6/8/21,1893.15,33514.87,4.75,-2301.3,1,0
6/9/21,1894.6,33450.19,1.45,-64.68,1,0
6/10/21,1888.65,37338.36,-5.95,3888.17,0,1
6/12/21,1881.05,36704.57,-7.6,-633.79,0,0
6/13/21,1881.05,37313.18,0.0,608.61,1
6/11/21,1881.05,35494.9,0.0,-1818.28,0
6/14/21,1865.6,39066.82,-15.45,3571.92,0,1
6/15/21,1865.1,40525.8,-0.5,1458.98,0,1
6/16/21,1860.75,40188.56,-4.35,-337.24,0,0
6/17/21,1778.7,38324.87,-82.05,-1863.69,0,0
6/19/21,1773.1,38068.04,-5.6,-256.83,0,0
6/20/21,1773.1,35729.82,0.0,-2338.22,0
6/18/21,1773.1,35524.17,0.0,-205.65,0
6/21/21,1775.05,35592.35,1.95,68.18,1,1
6/22/21,1775.05,31686.55,0.0,-3905.8,0
6/23/21,1791.6,32447.59,16.55,761.04,1,1
6/24/21,1784.85,33674.66,-6.75,1227.07,0,1
6/26/21,1786.65,34639.38,1.8,964.72,1,1
6/27/21,1786.65,31640.58,0.0,-2998.8,0
6/25/21,1786.65,32160.91,0.0,520.33,1
6/28/21,1780.3,34644.45,-6.35,2483.54,0,1
6/29/21,1755.45,34456.67,-24.85,-187.78,0,0
6/30/21,1763.15,35847.7,7.7,1391.03,1,1
7/1/21,1781.5,35047.36,18.35,-800.34,1,0
7/3/21,1786.15,33536.88,4.65,-1510.48,1,0
7/4/21,1786.15,33856.86,0.0,319.98,1
7/2/21,1786.15,34688.98,0.0,832.12,1
7/5/21,1791.35,35309.3,5.2,620.32,1,1
7/6/21,1809.85,33747.97,18.5,-1561.33,1,0
7/7/21,1804.65,34211.01,-5.2,463.04,0,1
7/8/21,1807.7,33839.04,3.05,-371.97,1,0
7/10/21,1806.0,32877.41,-1.7,-961.63,0,0
7/11/21,1806.0,33818.52,0.0,941.11,1
7/9/21,1806.0,33515.57,0.0,-302.95,0
7/12/21,1792.4,34227.64,-13.6,712.07,0,1
7/13/21,1813.85,33158.25,21.45,-1069.39,1,0
7/14/21,1823.2,32686.56,9.35,-471.69,1,0
7/15/21,1823.75,32814.61,0.55,128.05,1,1
7/17/21,1824.3,31738.59,0.55,-1076.02,1,0
7/18/21,1824.3,31421.25,0.0,-317.34,0
7/16/21,1824.3,31520.66,0.0,99.41,1
7/19/21,1814.9,31783.49,-9.4,262.83,0,1
7/20/21,1823.05,30815.94,8.15,-967.55,1,0
7/21/21,1802.15,29790.24,-20.9,-1025.7,0,0
7/22/21,1799.45,32118.06,-2.7,2327.82,0,1
7/24/21,1799.6,32297.89,0.15,179.83,1,1
7/25/21,1799.6,33581.63,0.0,1283.74,1
7/23/21,1799.6,34279.34,0.0,697.71,1
7/26/21,1800.2,35365.2,0.6,1085.86,1,1
7/27/21,1800.35,37318.14,0.15,1952.94,1,1
7/28/21,1796.6,39405.95,-3.75,2087.81,0,1
7/29/21,1829.3,40002.53,32.7,596.58,1,1
7/31/21,1825.75,40005.93,-3.55,3.4,0,1
8/1/21,1825.75,42214.15,0.0,2208.22,1
7/30/21,1825.75,41659.06,0.0,-555.09,0
8/2/21,1811.45,40000.46,-14.3,-1658.6,0,0
8/3/21,1812.65,39193.94,1.2,-806.52,1,0
8/4/21,1829.1,38138.0,16.45,-1055.94,1,0
8/5/21,1800.75,39750.14,-28.35,1612.14,0,1
8/7/21,1762.9,40882.0,-37.85,1131.86,0,1
8/8/21,1762.9,42825.95,0.0,1943.95,1
8/6/21,1762.9,44634.13,0.0,1808.18,1
8/9/21,1738.85,43816.14,-24.05,-817.99,0,0
8/10/21,1723.35,46333.46,-15.5,2517.32,0,1
8/11/21,1743.6,45608.37,20.25,-725.09,1,0
8/12/21,1747.4,45611.46,3.8,3.09,1,1
8/14/21,1773.85,44417.78,26.45,-1193.68,1,0
8/15/21,1773.85,47833.98,0.0,3416.2,1
8/13/21,1773.85,47112.19,0.0,-721.79,0
8/16/21,1786.35,47056.41,12.5,-55.78,1,0
8/17/21,1789.45,45982.55,3.1,-1073.86,1,0
8/18/21,1783.45,44648.57,-6.0,-1333.98,0,0
8/19/21,1782.05,44777.86,-1.4,129.29,0,1
8/21/21,1779.05,46734.65,-3.0,1956.79,0,1
8/22/21,1779.05,49327.75,0.0,2593.1,1
8/20/21,1779.05,48932.02,0.0,-395.73,0
8/23/21,1802.0,49335.68,22.95,403.66,1,1
8/24/21,1808.45,49523.5,6.45,187.82,1,1
8/25/21,1788.7,47744.58,-19.75,-1778.92,0,0
8/26/21,1786.6,48972.09,-2.1,1227.51,0,1
8/28/21,1798.5,46962.8,11.9,-2009.29,1,0
8/29/21,1798.5,49056.86,0.0,2094.06,1
8/30/21,1798.5,48897.65,0.0,-159.21,0
8/27/21,1798.5,48806.78,0.0,-90.87,0
8/31/21,1814.85,47074.77,16.35,-1732.01,1,0
9/1/21,1811.8,47155.87,-3.05,81.1,0,1
9/2/21,1812.55,48862.76,0.75,1706.89,1,1
9/4/21,1823.7,49329.01,11.15,466.25,1,1
9/5/21,1823.7,50035.33,0.0,706.32,1
9/3/21,1823.7,49947.38,0.0,-87.95,0
9/6/21,1821.6,51769.06,-2.1,1821.68,0,1
9/7/21,1802.15,52677.4,-19.45,908.34,0,1
9/8/21,1786.0,46809.17,-16.15,-5868.23,0,0
9/9/21,1788.25,46078.38,2.25,-730.79,1,0
9/10/21,1794.6,46368.69,6.35,290.31,1,1
